,Compound,Date,Negative,Neutral,Positive,Text,User
415,-0.6597,Wed Mar 28 20:12:04 +0000 2018,0.812,0.188,0.0,"Mireille Knoll, 85, was murdered last week in her Paris apartment. Family and neighbors describe her as a woman of… https://t.co/WiTk3Kj8W3",@nytimesworld
416,0.25,Wed Mar 28 19:59:03 +0000 2018,0.798,0.08,0.122,Hope that Ethiopia's new prime minister will unify a divided country that has been rocked by protests and is in a s… https://t.co/tzT4FUGZjp,@nytimesworld
417,0.0,Wed Mar 28 19:54:02 +0000 2018,1.0,0.0,0.0,"An Australian court will soon decide whether Cardinal George Pell, the Vatican’s de facto finance chief, faces tria… https://t.co/KuGbUgN4ZM",@nytimesworld
418,-0.1531,Wed Mar 28 19:51:05 +0000 2018,0.825,0.103,0.072,"A deal that expands the U.S. military presence in Ghana has struck a nerve, sending protestors into the streets https://t.co/F3E1rhjG7f",@nytimesworld
419,-0.8481,Wed Mar 28 19:24:03 +0000 2018,0.638,0.362,0.0,Russia was in an official state of mourning on Wednesday as funerals began for the 64 victims of a fire at a shoppi… https://t.co/hDkZ71ua58,@nytimesworld
420,-0.5106,Wed Mar 28 19:15:04 +0000 2018,0.752,0.248,0.0,"There is something ugly inside your rubber ducky, scientists say https://t.co/Ojk0YoTFaT",@nytimesworld
421,-0.4588,Wed Mar 28 19:11:03 +0000 2018,0.772,0.151,0.077,Kim Jong-un’s surprise trip to China was a reminder of how much he has set the agenda in the crisis over his nation… https://t.co/u1LNfxrhBH,@nytimesworld
422,0.0,Wed Mar 28 19:07:05 +0000 2018,1.0,0.0,0.0,"Your Morning Briefing, Australia edition: What you need to know to start your day. https://t.co/4lgCe1WPYj",@nytimesworld
423,-0.25,Wed Mar 28 17:52:06 +0000 2018,0.739,0.152,0.109,"The British government has promised to change secrecy rules on prisoner parole ""as soon as possible,"" after a court… https://t.co/BCnc4aEqMh",@nytimesworld
424,0.0,Wed Mar 28 17:46:02 +0000 2018,1.0,0.0,0.0,"“By the time the pirate ships arrived on the Vardar River, we were used to crazy.” Skopje, Macedonia, capital of ki… https://t.co/DnYKF2uw3s",@nytimesworld
425,0.3182,Wed Mar 28 17:17:03 +0000 2018,0.757,0.096,0.147,"After an Indian children's book that lists Hitler as a leader ""who will inspire you"" came under fire this month, th… https://t.co/ygSaprYnbO",@nytimesworld
426,-0.8591,Wed Mar 28 17:14:05 +0000 2018,0.447,0.423,0.131,France honored the gendarme killed after voluntarily taking the place of a hostage during a terrorist attack. “Othe… https://t.co/EXUimFNaKv,@nytimesworld
427,-0.128,Wed Mar 28 16:54:03 +0000 2018,0.807,0.108,0.085,The British authorities have made a new arrest in an audacious $20 million burglary carried out by a gang of grayin… https://t.co/RJNWaA8Wx5,@nytimesworld
428,-0.6597,Wed Mar 28 16:46:07 +0000 2018,0.769,0.231,0.0,"In Moscow, a vigil after a deadly fire at a shopping mall took on an overtly political tone, with an incensed crowd… https://t.co/7EMEwaSAs3",@nytimesworld
429,0.4215,Wed Mar 28 16:22:04 +0000 2018,0.887,0.0,0.113,“China is saying to the United States and the rest of the world: Anyone who wants a deal on anything on the future… https://t.co/b4VUpPWeFG,@nytimesworld
430,0.5719,Wed Mar 28 16:03:04 +0000 2018,0.837,0.0,0.163,"An Indian children's book that lists Hitler as a leader ""who will inspire you"" has been removed from the publisher'… https://t.co/ouLEB1Hojs",@nytimesworld
431,0.0,Wed Mar 28 15:59:07 +0000 2018,1.0,0.0,0.0,It only took three outside males to dramatically reduce inbreeding in a population of arctic foxes in Sweden https://t.co/eXu4ihq8yu,@nytimesworld
432,-0.6705,Wed Mar 28 15:51:01 +0000 2018,0.741,0.202,0.058,Britain’s High Court has ordered the parole board that cleared a serial rapist for release to consider the case aga… https://t.co/yciVomBQW9,@nytimesworld
433,0.6249,Wed Mar 28 15:35:08 +0000 2018,0.814,0.0,0.186,Which makes sense? a) Pirate ships in a landlocked country; b) a 47-foot-high statue of Alexander the Great; c) a h… https://t.co/kthZFrqU6J,@nytimesworld
434,0.0,Wed Mar 28 15:08:05 +0000 2018,1.0,0.0,0.0,Kim Jong-un in China: “He came to Beijing not as a supplicant but as an equal” https://t.co/YeVe0Z8OtM,@nytimesworld
435,-0.0258,Wed Mar 28 14:41:02 +0000 2018,0.763,0.12,0.116,"RT @LizziePaton: Three years ago catwalk shows were effectively banned in #SaudiArabia. In two weeks time (and after an unexpected delay),…",@nytimesworld
436,-0.5859,Wed Mar 28 14:25:05 +0000 2018,0.817,0.183,0.0,"RT @PatrickKingsley: Last month I wrote about #Orban's assault on the hardware of #Hungary's democracy — its constitution, electoral system…",@nytimesworld
437,0.0,Wed Mar 28 14:10:07 +0000 2018,1.0,0.0,0.0,An unannounced North Korean visit to Beijing adds another layer of complexity to the rush of diplomacy around the N… https://t.co/rUrb3N0Dpk,@nytimesworld
438,0.3182,Wed Mar 28 14:09:03 +0000 2018,0.757,0.096,0.147,"An Indian children's book that lists Hitler as a leader ""who will inspire you"" came under fire this month. It's now… https://t.co/xpLgn6DLcm",@nytimesworld
439,-0.6908,Wed Mar 28 14:07:03 +0000 2018,0.759,0.241,0.0,The British authorities have made a new arrest in a brazen 2015 robbery in which graying thieves stole over $20 mil… https://t.co/Kidfp0BD3C,@nytimesworld
440,0.2263,Wed Mar 28 13:55:03 +0000 2018,0.917,0.0,0.083,"Myanmar chooses a new president, but he may be little more than a “human pen” to carry out the wishes of civilian l… https://t.co/8drkF0ExVZ",@nytimesworld
441,0.0972,Wed Mar 28 13:49:04 +0000 2018,0.685,0.134,0.181,"“To accept to die so the innocent can live, that is the essence of what it means to be a soldier”: President Emmanu… https://t.co/oTd3nQkjvT",@nytimesworld
442,0.0,Wed Mar 28 13:48:02 +0000 2018,1.0,0.0,0.0,China’s state media showed Kim Jong-un taking notes as Xi Jinping spoke. North Korea’s showed Mr. Xi appearing to o… https://t.co/kCpvBjXgOB,@nytimesworld
443,-0.7096,Wed Mar 28 13:40:08 +0000 2018,0.628,0.31,0.063,A waiter in Vancouver has filed a complaint after he was fired for being aggressive and combative. His defense? He’… https://t.co/ZPN4ZlIggW,@nytimesworld
444,-0.296,Wed Mar 28 13:40:07 +0000 2018,0.746,0.154,0.101,"Egypt’s presidential election is shaping up to be a low-watt and joyless affair, the antithesis of the youthful pas… https://t.co/t4Syo7I5N4",@nytimesworld
445,-0.3182,Wed Mar 28 13:25:02 +0000 2018,0.897,0.103,0.0,"“We have lost so many,” President Vladimir Putin of Russia said in the Siberian city of Kemerovo on Tuesday. “Why?… https://t.co/dcp2fIUDHv",@nytimesworld
446,-0.3384,Wed Mar 28 13:10:03 +0000 2018,0.603,0.223,0.174,"The most haunting mystery in the history of the United Nations, the death of Dag Hammarskjold, may yet be solved https://t.co/CgiP12oGpt",@nytimesworld
447,0.5719,Wed Mar 28 13:08:04 +0000 2018,0.829,0.0,0.171,"The Israeli government is celebrating Air India's new direct service to Israel, over Saudi Arabia. El Al, Israel's… https://t.co/1aeDmrNM7Z",@nytimesworld
448,0.0,Wed Mar 28 12:55:02 +0000 2018,1.0,0.0,0.0,“Germany is the only country in Europe where doctors are not allowed to provide information about abortions.” One g… https://t.co/7elHnpGEr0,@nytimesworld
449,0.0,Wed Mar 28 12:40:12 +0000 2018,1.0,0.0,0.0,"RT @IKershner: Air India gets to take a geopolitical shortcut over Saudi Arabia, while Israel's national airline still has to take the long…",@nytimesworld
450,0.4215,Wed Mar 28 12:25:04 +0000 2018,0.882,0.0,0.118,"RT @stevenleemyers: North Korea's leader said he was open to dialogue with the United States, even a possible summit with Donald Trump. On…",@nytimesworld
451,0.0,Wed Mar 28 12:10:04 +0000 2018,1.0,0.0,0.0,Plane tickets and five-star hotel rooms had been booked. A four-day schedule had been confirmed for weeks. Then thr… https://t.co/F1wroIytti,@nytimesworld
452,0.0,Wed Mar 28 11:55:07 +0000 2018,1.0,0.0,0.0,"In an 8th grade history textbook, Hungarian students are told that Prime Minister Viktor Orban thinks refugees are… https://t.co/NcazX5jAxb",@nytimesworld
453,0.0,Wed Mar 28 11:45:04 +0000 2018,1.0,0.0,0.0,"A combination of weather phenomena whipped up and swept Saharan dust north, bringing a sepia tint to parts of easte… https://t.co/BneizeCiii",@nytimesworld
454,0.8481,Wed Mar 28 11:35:12 +0000 2018,0.625,0.0,0.375,Xi Jinping got a chance to play global peacemaker. Kim Jong-un got the opportunity to show he belonged on a world s… https://t.co/MNRl9jBO1z,@nytimesworld
455,0.3612,Wed Mar 28 11:25:06 +0000 2018,0.889,0.0,0.111,Some Egyptians were promised boxes of food to vote in the presidential election. Others were paid from $3 to $9. https://t.co/VAtBhUX55J,@nytimesworld
456,-0.6555,Wed Mar 28 11:10:03 +0000 2018,0.715,0.285,0.0,Catalan separatists argue Spain cannot give them a fair trial. That accusation is dismissed in Madrid as yet anothe… https://t.co/agDKVKTDpQ,@nytimesworld
457,0.0,Wed Mar 28 10:55:04 +0000 2018,1.0,0.0,0.0,RT @PekingMike: Behind the Rise of China’s HNA: The Chairman’s Brother  - by @DavidBarboza2 and me. Our latest in the HNA saga.  https://t.…,@nytimesworld
458,0.0,Wed Mar 28 10:40:03 +0000 2018,1.0,0.0,0.0,North Korean leader Kim Jong-un's secret visit to Beijing unfolded in extraordinary secrecy: It was confirmed only… https://t.co/sQ1Y6zJhRr,@nytimesworld
459,0.0,Wed Mar 28 10:25:04 +0000 2018,1.0,0.0,0.0,A German gynecologist who provided patients information about abortion has stoked a debate over the Nazi-era law th… https://t.co/gidJVN5DmB,@nytimesworld
460,0.0,Wed Mar 28 10:14:00 +0000 2018,1.0,0.0,0.0,"Half a century ago, the Asian arowana was a common food fish. Now, it's aquatic royalty. https://t.co/fIICaUCqK4",@nytimesworld
461,0.2732,Wed Mar 28 10:05:38 +0000 2018,0.913,0.0,0.087,"RT @LizziePaton: Is fast fashion going out of, well, fashion? H&amp;M, the world’s second largest retailer by sales, is currently sitting on a…",@nytimesworld
462,0.0,Wed Mar 28 09:55:05 +0000 2018,1.0,0.0,0.0,The message from a whistle-blower who testified in Britain's Parliament about data-mining: If you aren’t already wo… https://t.co/2C9qKRGBgY,@nytimesworld
463,0.7783,Wed Mar 28 09:40:06 +0000 2018,0.603,0.078,0.319,"Myanmar's incoming president, U Win Myint, is a party loyalist chosen by Daw Aung San Suu Kyi. “He will make no sig… https://t.co/zYdyAmOwjX",@nytimesworld
464,-0.128,Wed Mar 28 09:24:02 +0000 2018,0.933,0.067,0.0,"Air India got permission to fly over Saudi Arabia, cutting two hours off its direct flights to Israel. El Al, Israe… https://t.co/uqMUiNWD7j",@nytimesworld
465,0.25,Wed Mar 28 09:10:03 +0000 2018,0.714,0.121,0.165,A Catholic bishop was taken into custody in China after reportedly refusing to celebrate Easter mass with a governm… https://t.co/yEWyMmbN6M,@nytimesworld
466,0.1779,Wed Mar 28 08:55:06 +0000 2018,0.769,0.1,0.131,"With no real opponent in his re-election bid, President Sisi is relying on voter enthusiasm to generate a credible… https://t.co/5MBNVYwnWL",@nytimesworld
467,-0.34,Wed Mar 28 08:40:08 +0000 2018,0.732,0.183,0.085,RT @suilee: Here's our first take on Wu Xiaohui's surprise trial. He's denying all charges. China Says Anbang’s Founder Defrauded Investors…,@nytimesworld
468,-0.5859,Wed Mar 28 08:25:29 +0000 2018,0.817,0.183,0.0,"RT @PatrickKingsley: Last month I wrote about Viktor #Orban's assault on the hardware of #Hungary's democracy — its constitution, electoral…",@nytimesworld
469,0.34,Wed Mar 28 08:12:38 +0000 2018,0.701,0.117,0.182,RT @NeilMacFarquhar: Articulate whistle-blower says data miners took “colonial” delight in secretly manipulating other countries via @NYTim…,@nytimesworld
470,0.0,Wed Mar 28 08:01:58 +0000 2018,1.0,0.0,0.0,The message from a whistle-blower who testified in Britain's Parliament about data-mining: If you aren’t already wo… https://t.co/xlak56N900,@nytimesworld
471,0.0,Wed Mar 28 07:51:27 +0000 2018,1.0,0.0,0.0,"Morning Briefing, Europe edition: Here’s what you need to know to start your day https://t.co/2zPUOnIrrQ",@nytimesworld
472,0.2846,Wed Mar 28 07:41:13 +0000 2018,0.779,0.089,0.132,"“I know some people think it’s cruel to the fish, but really I’m doing it a favor. Because now the fish looks bette… https://t.co/LMD3KbzEj3",@nytimesworld
473,0.2263,Wed Mar 28 07:30:52 +0000 2018,0.917,0.0,0.083,"Myanmar chooses a new president, but he may be little more than a “human pen” to carry out the wishes of civilian l… https://t.co/mTPx2C7pjs",@nytimesworld
474,-0.6705,Wed Mar 28 07:20:29 +0000 2018,0.809,0.191,0.0,"The U.N. has reauthorized an inquiry into its most enduring mystery: who or what killed Dag Hammarskjold, the iconi… https://t.co/9xNlFL9EpQ",@nytimesworld
475,-0.5574,Wed Mar 28 07:00:11 +0000 2018,0.854,0.146,0.0,"“I am thinking about the family of the butcher, about the customer who died for nothing, and about the colonel who… https://t.co/Sse0ZXlzuI",@nytimesworld
476,0.7184,Wed Mar 28 06:43:13 +0000 2018,0.692,0.075,0.233,"RT @stevenleemyers: “I know some people think it’s cruel to the fish, but really I’m doing it a favor. Because now the fish looks better an…",@nytimesworld
477,0.0,Wed Mar 28 06:23:09 +0000 2018,1.0,0.0,0.0,"Each of the carriages is bulletproof, making them thousands of pounds heavier than average. The trains' estimated t… https://t.co/GBLimAfL5B",@nytimesworld
478,0.0,Wed Mar 28 06:11:17 +0000 2018,1.0,0.0,0.0,"In an 8th grade history textbook, Hungarian students are told that Prime Minister Viktor Orban thinks refugees are… https://t.co/jmIFtvr8tq",@nytimesworld
479,0.0,Wed Mar 28 05:59:27 +0000 2018,1.0,0.0,0.0,"Morning Briefing, Europe edition: Here’s what you need to know to start your day https://t.co/HdiPDUNmoa",@nytimesworld
480,0.0,Wed Mar 28 05:48:46 +0000 2018,1.0,0.0,0.0,"Unlike Art Basel Miami —famously dubbed the ""running of the billionaires"" by the journalist Tom Wolfe— the initial… https://t.co/frXgcIDxNZ",@nytimesworld
481,0.0,Wed Mar 28 05:30:12 +0000 2018,1.0,0.0,0.0,A German gynecologist who provided patients information about abortion has stoked a debate over the Nazi-era law th… https://t.co/SjDPVIODx9,@nytimesworld
482,0.25,Wed Mar 28 05:12:08 +0000 2018,0.714,0.121,0.165,A Catholic bishop was taken into custody in China after reportedly refusing to celebrate Easter mass with a governm… https://t.co/IJlkWvMd4L,@nytimesworld
483,0.0,Wed Mar 28 05:00:02 +0000 2018,1.0,0.0,0.0,"Morning Briefing, Europe edition: Here’s what you need to know to start your day https://t.co/0ENm7RMqQN",@nytimesworld
484,0.0,Wed Mar 28 04:48:34 +0000 2018,1.0,0.0,0.0,"RT @amyyqin: My latest deep dive (sorry, couldn't resist) --&gt; Cosmetic Surgery for a Pet Fish? In Asia, This One Is King of the Tank https:…",@nytimesworld
485,0.0,Wed Mar 28 04:31:37 +0000 2018,1.0,0.0,0.0,Anyone who has house-hunted in Sydney knows that finding a new home deserves a big multicultural celebration https://t.co/bvUFjgS7O4,@nytimesworld
486,-0.296,Wed Mar 28 04:31:25 +0000 2018,0.746,0.154,0.101,"Egypt’s presidential election is shaping up to be a low-watt and joyless affair, the antithesis of the youthful pas… https://t.co/CmaO02t2z4",@nytimesworld
487,-0.4019,Wed Mar 28 04:10:18 +0000 2018,0.711,0.178,0.111,"More than a half-century ago, the leader of the United Nations and 15 others were killed in a mysterious plane cras… https://t.co/z2HoA4kDZn",@nytimesworld
488,-0.3612,Wed Mar 28 03:59:04 +0000 2018,0.872,0.128,0.0,"What drives Kim Jong-un? Read our profile of North Korea's leader, a moody young man with a nuclear arsenal https://t.co/q3pEptyafa",@nytimesworld
489,0.0,Wed Mar 28 03:59:04 +0000 2018,1.0,0.0,0.0,North Korean leader Kim Jong-un's secret visit to Beijing unfolded in extraordinary secrecy: It was confirmed only… https://t.co/tmsR3f3tKe,@nytimesworld
490,0.0,Wed Mar 28 03:45:29 +0000 2018,1.0,0.0,0.0,The message from a whistle-blower who testified in Britain's Parliament about data-mining: If you aren’t already wo… https://t.co/g7SauBdBVl,@nytimesworld
491,-0.6705,Wed Mar 28 03:33:05 +0000 2018,0.8,0.2,0.0,"Lt. Col. Arnaud Beltrame of the French Gendarmerie, who was killed after exchanging places with a hostage, will be… https://t.co/Pvu78MeDNT",@nytimesworld
492,0.0,Wed Mar 28 03:15:02 +0000 2018,1.0,0.0,0.0,"RT @amyyqin: Unlike Art Basel Miami -- famously dubbed the ""running of the billionaires"" by Tom Wolfe -- the initial scene at the V.I.P. pr…",@nytimesworld
493,0.0,Wed Mar 28 02:59:06 +0000 2018,1.0,0.0,0.0,British lawmakers hear testimony from a pink-haired whistle-blower who worked for a company that gave its clients a… https://t.co/75iwQ3ebyC,@nytimesworld
494,0.3612,Wed Mar 28 02:50:07 +0000 2018,0.889,0.0,0.111,Some Egyptians were promised boxes of food to vote in the presidential election. Others were paid from $3 to $9. https://t.co/vmf6X2GFBP,@nytimesworld
495,0.3612,Wed Mar 28 02:36:03 +0000 2018,0.884,0.0,0.116,"What are countries like North Korea and Iran really doing at out of sight nuclear reactors? Someday, antineutrino d… https://t.co/ftFc9nVkp2",@nytimesworld
496,0.4767,Wed Mar 28 02:26:13 +0000 2018,0.843,0.0,0.157,"RT @amyyqin: My annual dispatch from Asia's top art fair: At Art Basel Hong Kong, Local Galleries Seek a Bigger Piece of the Action https:/…",@nytimesworld
497,0.8442,Wed Mar 28 01:53:05 +0000 2018,0.664,0.0,0.336,"Fish as status symbol: “For Chinese, keeping fish is about bringing good luck and wealth, and the Asian arowana are… https://t.co/qvITgl7tJ4",@nytimesworld
498,0.0,Wed Mar 28 01:18:01 +0000 2018,1.0,0.0,0.0,"Your Morning Briefing, Asia edition: What you need to know to start your day. 
https://t.co/Bkdw7jufei
Get it by em… https://t.co/vfk7cIMqrX",@nytimesworld
499,-0.3182,Wed Mar 28 00:59:07 +0000 2018,0.897,0.103,0.0,"“We have lost so many,” President Vladimir Putin of Russia said in the Siberian city of Kemerovo on Tuesday. “Why?… https://t.co/WhWmW7SQDP",@nytimesworld
